,period,msn,seriesDescription,value,unit
673,2022-01,PFNFPUS,Petrochemical Feedstocks Non-Combustion Consumption in Thousand Barrels per Day,298.799,Thousand Barrels per Day
674,2022-01,PMACBUS,Petroleum Consumed by the Transportation Sector (Excluding Biofuels) in Trillion Btu,1900.382,Trillion Btu
675,2022-01,PMACEUS,"Petroleum, Excluding Biofuels, Transportation Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide",136.296,Million Metric Tons of Carbon Dioxide
676,2022-01,PMCCBUS,Petroleum Consumed by the Commercial Sector (Excluding Biofuels) in Trillion Btu,105.534,Trillion Btu
677,2022-01,PMCCEUS,"Petroleum, Excluding Biofuels, Commercial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide",7.382,Million Metric Tons of Carbon Dioxide
678,2022-01,PMEXBUS,"Total Petroleum, Excluding Biofuels, Exports in Quadrillion Btu",1393.915,Quadrillion Btu
679,2022-01,PMICBUS,Petroleum Consumed by the Industrial Sector (Excluding Biofuels) in Trillion Btu,748.892,Trillion Btu
680,2022-01,PMICEUS,"Petroleum, Excluding Biofuels, Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide",30.256,Million Metric Tons of Carbon Dioxide
681,2022-01,PMIMBUS,"Total Petroleum, Excluding Biofuels, Imports in Quadrillion Btu",1497.228,Quadrillion Btu
682,2022-01,PMNIBUS,"Total Petroleum, Excluding Biofuels, Net Imports in Quadrillion Btu",0.103313,Quadrillion Btu
683,2022-01,PMTCBUS,Petroleum Consumption (Excluding Biofuels) in Quadrillion Btu,2948.404,Quadrillion Btu
684,2022-01,PMTCEUS,"Petroleum, Excluding Biofuels, CO2 Emissions in Million Metric Tons of Carbon Dioxide",187.466,Million Metric Tons of Carbon Dioxide
685,2022-01,PNPRPUS,Total Petroleum Field Production in Thousand Barrels per Day,16815.531,Thousand Barrels per Day
686,2022-01,PQICBUS,Propane Consumed by the Industrial Sector in Trillion Btu,36.539,Trillion Btu
687,2022-01,PQICPUS,Propane Consumed by the Industrial Sector in Thousand Barrels per Day,306.865,Thousand Barrels per Day
688,2022-01,PQIMPUS,Propane Imports in Thousand Barrels per Day,164.323,Thousand Barrels per Day
689,2022-01,PQPSPUS,Propane Stocks in Million Barrels,48.357,Million Barrels
690,2022-01,PQROPUS,Propane Refinery and Blender Net Production in Thousand Barrels per Day,268.452,Thousand Barrels per Day
691,2022-01,PQTCBUS,Propane Product Supplied in Trillion Btu,157.106,Trillion Btu
692,2022-01,PQTCPUS,Propane Product Supplied in Thousand Barrels per Day,1319.43,Thousand Barrels per Day
693,2022-01,PRTCUUS,Average Refiner Price of Propane (Consumer Grade) to End Users in Dollars per Gallon Excluding Taxes,1.225,Dollars per Gallon Excluding Taxes
694,2022-01,PRWHUUS,Average Refiner Price of Propane (Consumer Grade) for Resale in Dollars per Gallon Excluding Taxes,1.249,Dollars per Gallon Excluding Taxes
695,2022-01,PTEIPUS,"Total Petroleum Consumption for Electricity Generation and Useful Thermal Output, Electric Power Sector in Thousand Barrels",6141.907,Thousand Barrels
696,2022-01,PUUCUUS,"Unleaded Premium Gasoline, U.S. City Average Retail Price in Dollars per Gallon Including Taxes",4.102,Dollars per Gallon Including Taxes
697,2022-01,PYICBUS,Propylene Consumed by the Industrial Sector in Trillion Btu,35.428,Trillion Btu
698,2022-01,PYICPUS,Propylene Consumed by the Industrial Sector in Thousand Barrels per Day,298,Thousand Barrels per Day
699,2022-01,PYIMPUS,Propylene Imports in Thousand Barrels per Day,13.355,Thousand Barrels per Day
700,2022-01,PYPSPUS,Propylene Stocks in Million Barrels,1.208,Million Barrels
701,2022-01,PYROPUS,Propylene Refinery and Blender Net Production in Thousand Barrels per Day,278.548,Thousand Barrels per Day
702,2022-01,PYTCBUS,Propylene Product Supplied in Trillion Btu,35.428,Trillion Btu
703,2022-01,PYTCPUS,Propylene Product Supplied in Thousand Barrels per Day,298,Thousand Barrels per Day
704,2022-01,PZEXPUS,Propane Exports in Thousand Barrels per Day,1341.538,Thousand Barrels per Day
705,2022-01,PZICBUS,Propane/Propylene Consumed by the Industrial Sector in Trillion Btu,71.966,Trillion Btu
706,2022-01,PZICPUS,Propane/Propylene Consumed by the Industrial Sector in Thousand Barrels per Day,604.865,Thousand Barrels per Day
707,2022-01,PZIMPUS,Propane/Propylene Imports in Thousand Barrels per Day,177.677,Thousand Barrels per Day
708,2022-01,PZPSPUS,Propane/Propylene Stocks in Million Barrels,49.565,Million Barrels
709,2022-01,PZROPUS,Propane/Propylene Refinery and Blender Net Production in Thousand Barrels per Day,547,Thousand Barrels per Day
710,2022-01,PZTCBUS,Propane/Propylene Product Supplied in Trillion Btu,192.534,Trillion Btu
711,2022-01,PZTCPUS,Propane/Propylene Product Supplied in Thousand Barrels per Day,1617.43,Thousand Barrels per Day
712,2022-01,RACPUUS,"Average Refiner Acquisition Cost of Crude Oil, Composite in Dollars per Barrel",80.19,Dollars per Barrel
713,2022-01,RADMUUS,"Average Refiner Acquisition Cost of Crude Oil, Domestic in Dollars per Barrel",82.45,Dollars per Barrel
714,2022-01,RAIMUUS,"Average Refiner Acquisition Cost of Crude Oil, Imported in Dollars per Barrel",76.93,Dollars per Barrel
715,2022-01,RBTCUUS,"Average Refiner Price of Residual Fuel Oil, Sulfur Content Less Than or Equal to 1 Percent, Sales to End Users in Dollars per Gallon Excluding Taxes",2.342,Dollars per Gallon Excluding Taxes
716,2022-01,RBWHUUS,"Average Refiner Price of Residual Fuel Oil, Sulfur Content Less Than or Equal to 1 Percent, Sales for Resale in Dollars per Gallon Excluding Taxes",2.21,Dollars per Gallon Excluding Taxes
717,2022-01,RCRTUUS,"Regular Motor Gasoline, Conventional Gasoline Areas, Average Retail Price in Dollars per Gallon Including Taxes",3.187,Dollars per Gallon Including Taxes
718,2022-01,REACBUS,Total Biomass Energy Consumed by the Transportation Sector in Trillion Btu,113.118,Trillion Btu
719,2022-01,REC9PUS,"Renewable Energy Commercial Sector, Net Summer Capacity  in Million Kilowatts",1.458,Million Kilowatts
720,2022-01,RECCBUS,Total Renewable Energy Consumed by the Commercial Sector in Trillion Btu,24.293,Trillion Btu
721,2022-01,REEIBUS,Total Renewable Energy Consumed by the Electric Power Sector in Trillion Btu,688.364,Trillion Btu
722,2022-01,REGBPUS,"Renewable Energy, Net Summer Capacity  in Million Kilowatts",291.246,Million Kilowatts
723,2022-01,REI9PUS,"Renewable Energy Industrial Sector, Net Summer Capacity  in Million Kilowatts",5.886,Million Kilowatts
724,2022-01,REICBUS,Total Renewable Energy Consumed by the Industrial Sector in Trillion Btu,201.776,Trillion Btu
725,2022-01,REL9PUS,"Renewable Energy Electric Power Sector, Net Summer Capacity  in Million Kilowatts",283.902,Million Kilowatts
726,2022-01,REPRBUS,Total Renewable Energy Production in Trillion Btu,1130.434,Trillion Btu
727,2022-01,RERCBUS,Total Renewable Energy Consumed by the Residential Sector in Trillion Btu,66.681,Trillion Btu
728,2022-01,RETCBUS,Total Renewable Energy Consumption in Trillion Btu,1094.232,Trillion Btu
729,2022-01,RFACBUS,Residual Fuel Oil Consumed by the Transportation Sector in Trillion Btu,46.568,Trillion Btu
730,2022-01,RFACEUS,Residual Fuel Oil Transportation Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,3.497,Million Metric Tons of Carbon Dioxide
731,2022-01,RFACPUS,Residual Fuel Oil Consumed by the Transportation Sector in Thousand Barrels per Day,238.936,Thousand Barrels per Day
732,2022-01,RFCCBUS,Residual Fuel Oil Consumed by the Commercial Sector in Trillion Btu,0.571,Trillion Btu
733,2022-01,RFCCEUS,Residual Fuel Oil Commercial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,0.043,Million Metric Tons of Carbon Dioxide
734,2022-01,RFCCPUS,Residual Fuel Oil Consumed by the Commercial Sector in Thousand Barrels per Day,2.928,Thousand Barrels per Day
735,2022-01,RFECPUS,"Residual Fuel Oil Consumption for Electricity Generation and Useful Thermal Output, All Sectors in Thousand Barrels",2325.766,Thousand Barrels
736,2022-01,RFEIBUS,Residual Fuel Oil Consumed by the Electric Power Sector in Trillion Btu,13.799,Trillion Btu
737,2022-01,RFEIEUS,Residual Fuel Oil Electric Power Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,1.036,Million Metric Tons of Carbon Dioxide
738,2022-01,RFEIPUS,"Residual Fuel Oil Consumption for Electricity Generation and Useful Thermal Output, Electric Power Sector in Thousand Barrels",2194.768,Thousand Barrels
739,2022-01,RFEIZUS,Residual Fuel Oil Consumed by the Electric Power Sector in Thousand Barrels per Day,70.799,Thousand Barrels per Day
740,2022-01,RFEKPUS,"Residual Fuel Oil Stocks, Electric Power Sector, End of Period in Thousand Barrels",5968.322,Thousand Barrels
741,2022-01,RFEPPUS,"Residual Fuel Oil Consumption for Electricity Generation, All Sectors in Thousand Barrels",2167.497,Thousand Barrels
742,2022-01,RFERDUS,"Average Cost of Residual Fuel Receipts at Electric Generating Plants in Dollars per Million Btu, Including Taxes",15.63,"Dollars per Million Btu, Including Taxes"
743,2022-01,RFEXPUS,Residual Fuel Oil Exports in Thousand Barrels per Day,80.028,Thousand Barrels per Day
744,2022-01,RFICBUS,Residual Fuel Oil Consumed by the Industrial Sector in Trillion Btu,4.166,Trillion Btu
745,2022-01,RFICEUS,Residual Fuel Oil Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,0.305,Million Metric Tons of Carbon Dioxide
746,2022-01,RFICPUS,Residual Fuel Oil Consumed by the Industrial Sector in Thousand Barrels per Day,21.374,Thousand Barrels per Day
747,2022-01,RFIMPUS,Residual Fuel Oil Imports in Thousand Barrels per Day,195.258,Thousand Barrels per Day
748,2022-01,RFL1PUS,"Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector in Thousand Barrels",2151.71,Thousand Barrels
749,2022-01,RFPSPUS,"Residual Fuel Oil Stocks, End of Period in Million Barrels",26.749,Million Barrels
750,2022-01,RFROPUS,Residual Fuel Oil Refinery and Blender Net Production in Thousand Barrels per Day,262.677,Thousand Barrels per Day
751,2022-01,RFTCBUS,Residual Fuel Oil Product Supplied in Trillion Btu,65.103,Trillion Btu
752,2022-01,RFTCEUS,Residual Fuel Oil CO2 Emissions in Million Metric Tons of Carbon Dioxide,4.881,Million Metric Tons of Carbon Dioxide
753,2022-01,RFTCPUS,Residual Fuel Oil Product Supplied in Thousand Barrels per Day,334.037,Thousand Barrels per Day
754,2022-01,RFTCUUS,"Average Refiner Price of Residual Fuel Oil, Sales to End Users in Dollars per Gallon Excluding Taxes",2.16,Dollars per Gallon Excluding Taxes
755,2022-01,RFWHUUS,"Average Refiner Price of Residual Fuel Oil, Sales for Resale in Dollars per Gallon Excluding Taxes",2.085,Dollars per Gallon Excluding Taxes
756,2022-01,RLUCUUS,"Leaded Regular Gasoline, U.S. City Average Retail Price in Dollars per Gallon Including Taxes",Not Applicable,Dollars per Gallon Including Taxes
757,2022-01,RMRTUUS,"Regular Motor Gasoline, All Areas, Average Retail Price in Dollars per Gallon Including Taxes",3.315,Dollars per Gallon Including Taxes
758,2022-01,ROTCUUS,"Average Refiner Price of Residual Fuel Oil, Sulfur Content Greater Than 1 Percent, Sales to End Users in Dollars per Gallon Excluding Taxes",1.871,Dollars per Gallon Excluding Taxes
759,2022-01,ROWHUUS,"Average Refiner Price of Residual Fuel Oil, Sulfur Content Greater Than 1 Percent, Sales for Resale in Dollars per Gallon Excluding Taxes",1.966,Dollars per Gallon Excluding Taxes
760,2022-01,RQEXBUS,"Petroleum Products, Excluding Biofuels, Exports in Quadrillion Btu",799.891,Quadrillion Btu
761,2022-01,RQIMBUS,"Petroleum Products, Excluding Biofuels, Imports in Quadrillion Btu",296.733,Quadrillion Btu
762,2022-01,RQNIBUS,"Petroleum Products, Excluding Biofuels, Net Imports in Quadrillion Btu",-0.503159,Quadrillion Btu
763,2022-01,RRRTUUS,"Regular Motor Gasoline, Reformulated Gasoline Areas, Average Retail Price in Dollars per Gallon Including Taxes",3.595,Dollars per Gallon Including Taxes
764,2022-01,RUUCUUS,"Unleaded Regular Gasoline, U.S. City Average Retail Price in Dollars per Gallon Including Taxes",3.413,Dollars per Gallon Including Taxes
765,2022-01,RYPRPUS,Biofuels Plant Net Production in Thousand Barrels per Day,1206.934,Thousand Barrels per Day
766,2022-01,SNNFBUS,Special Naphthas Non-Combustion Consumption in Quadrillion Btu,0.006445,Quadrillion Btu
767,2022-01,SNNFPUS,Special Naphthas Non-Combustion Consumption in Thousand Barrels per Day,39.613,Thousand Barrels per Day
768,2022-01,SOC5BUS,Utility-Scale Solar Energy Consumption for Electricity: Commercial Sector in Trillion Btu,0.378,Trillion Btu
769,2022-01,SOC5PUS,Utility-Scale Solar Electricity Net Generation: Commercial Sector in Million Kilowatthours,42.8,Million Kilowatthours
770,2022-01,SOC7BUS,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector in Trillion Btu,8.789,Trillion Btu
771,2022-01,SOC7PUS,Small-Scale Solar Photovoltaic Generation: Commercial Sector in Million Kilowatthours,993.896,Million Kilowatthours
772,2022-01,SOC9PUS,"Solar Commercial Sector, Net Summer Capacity in Million Kilowatts",0.413,Million Kilowatts
773,2022-01,SOCCBUS,Solar Energy Consumed by the Commercial Sector in Trillion Btu,9.168,Trillion Btu
774,2022-01,SODTBUS,Small-Scale Solar Energy Consumption: Total in Trillion Btu,33.069,Trillion Btu
775,2022-01,SOEGBUS,Utility-Scale Solar Energy Consumption for Electricity:  Electric Power Sector  in Trillion Btu,71.638,Trillion Btu
776,2022-01,SOEGPUS,Utility-Scale Solar Electricity Net Generation:  Electric Power Sector in Million Kilowatthours,8101.084,Million Kilowatthours
777,2022-01,SOETPUS,"Electricity Net Generation From Solar, All Sectors in Million Kilowatthours",8158.237,Million Kilowatthours
778,2022-01,SOGBPUS,"Solar, Net Summer Capacity  in Million Kilowatts",62.503,Million Kilowatts
779,2022-01,SOI5BUS,Utility-Scale Solar Energy Consumption for Electricity: Industrial Sector in Trillion Btu,0.127,Trillion Btu
780,2022-01,SOI5PUS,Utility-Scale Solar Electricity Net Generation: Industrial Sector in Million Kilowatthours,14.353,Million Kilowatthours
781,2022-01,SOI7BUS,Small-Scale Solar Energy Consumption for Electricity: Industrial Sector in Trillion Btu,2.046,Trillion Btu
782,2022-01,SOI7PUS,Small-Scale Solar Photovoltaic Generation: Industrial Sector in Million Kilowatthours,231.393,Million Kilowatthours
783,2022-01,SOI9PUS,"Solar Industrial Sector, Net Summer Capacity in Million Kilowatts",0.128,Million Kilowatts
784,2022-01,SOICBUS,Solar Energy Consumed by the Industrial Sector in Trillion Btu,2.173,Trillion Btu
785,2022-01,SOL9PUS,"Solar Electric Power Sector, Net Summer Capacity in Million Kilowatts",61.962,Million Kilowatts
786,2022-01,SOR7BUS,Small-Scale Solar Energy Consumption for Electricity: Residential Sector in Trillion Btu,18.585,Trillion Btu
787,2022-01,SOR7PUS,Small-Scale Solar Photovoltaic Generation: Residential Sector in Million Kilowatthours,2101.664,Million Kilowatthours
788,2022-01,SORCBUS,Solar Energy Consumed by the Residential Sector in Trillion Btu,22.233,Trillion Btu
789,2022-01,SOT5BUS,Utility-Scale Solar Energy Consumption: Total in Trillion Btu,72.143,Trillion Btu
790,2022-01,SOT5PUS,Utility-Scale Solar Electricity Net Generation:  Total in Million Kilowatthours,8158.237,Million Kilowatthours
791,2022-01,SOT7BUS,Small-Scale Solar Energy Consumption for Electricity: Total in Trillion Btu,29.42,Trillion Btu
792,2022-01,SOT7PUS,Small-Scale Solar Photovoltaic Generation: Total (All Sectors) in Million Kilowatthours,3326.953,Million Kilowatthours
793,2022-01,SOT8BUS,Small-Scale Solar Energy Consumption for Heat: Total in Trillion Btu,3.648,Trillion Btu
794,2022-01,SOTCBUS,Solar/PV Energy Consumption/Production in Trillion Btu,105.212,Trillion Btu
795,2022-01,SOTEPUS,Solar Electricity Net Generation in Million Kilowatthours,11485.19,Million Kilowatthours
796,2022-01,TEACBUS,Total Energy Consumed by the Transportation Sector in Trillion Btu,2161.424,Trillion Btu
797,2022-01,TEACEUS,Total Energy Transportation Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,144.065,Million Metric Tons of Carbon Dioxide
798,2022-01,TEAJBUS,Primary Energy Stock Change and Other in Quadrillion Btu,1328.048,Quadrillion Btu
799,2022-01,TECCBUS,Total Energy Consumed by the Commercial Sector in Trillion Btu,1831.35,Trillion Btu
800,2022-01,TECCEUS,Total Energy Commercial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,85.973,Million Metric Tons of Carbon Dioxide
801,2022-01,TEEXBUS,Total Primary Energy Exports in Quadrillion Btu,2184.777,Quadrillion Btu
802,2022-01,TEEXVUS,Energy Exports in Million Dollars,23206,Million Dollars
803,2022-01,TEICBUS,Total Energy Consumed by the Industrial Sector in Trillion Btu,2885.336,Trillion Btu
804,2022-01,TEICEUS,Total Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,125.087,Million Metric Tons of Carbon Dioxide
805,2022-01,TEIMBUS,Total Primary Energy Imports in Quadrillion Btu,1832.778,Quadrillion Btu
806,2022-01,TEIMVUS,Energy Imports in Million Dollars,21665,Million Dollars
807,2022-01,TENFBUS,Total Fossil Fuels Non-Combustion Consumption in Quadrillion Btu,0.539569,Quadrillion Btu
808,2022-01,TENFSUS,Total Fossil Fuels Non-Combustion Consumption Percent of Total Energy Consumption in Percent,5.7,Percent
809,2022-01,TENIBUS,Total Primary Energy Net Imports in Quadrillion Btu,-351.999,Quadrillion Btu
810,2022-01,TENIVUS,Energy Balance in Million Dollars,1541,Million Dollars
811,2022-01,TEPRBUS,Total Primary Energy Production in Quadrillion Btu,8539.758,Quadrillion Btu
812,2022-01,TERCBUS,Total Energy Consumed by the Residential Sector in Trillion Btu,2637.152,Trillion Btu
813,2022-01,TERCEUS,Total Energy Residential Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,123.896,Million Metric Tons of Carbon Dioxide
814,2022-01,TESSBUS,Total Energy Consumed by the End-Use-Sectors in Trillion Btu,9515.262,Trillion Btu
815,2022-01,TETCBUS,Primary Energy Consumption Total in Trillion Btu,9515.807,Trillion Btu
816,2022-01,TETCEUS,Total Energy CO2 Emissions in Million Metric Tons of Carbon Dioxide,479.021,Million Metric Tons of Carbon Dioxide
817,2022-01,TETXBUS,Total Primary Energy Consumed by the End-Use Sectors in Trillion Btu,6132.555,Trillion Btu
818,2022-01,TMEXVUS,Total Merchandise Exports in Million Dollars,147431,Million Dollars
819,2022-01,TMIMVUS,Total Merchandise Imports in Million Dollars,247992,Million Dollars
820,2022-01,TMNIVUS,Total Merchandise Balance in Million Dollars,-100561,Million Dollars
821,2022-01,TNACBUS,End-Use Energy Consumed by the Transportation Sector in Trillion Btu,2157.687,Trillion Btu
822,2022-01,TNCCBUS,End-Use Energy Consumed by the Commercial Sector in Trillion Btu,1088.061,Trillion Btu
823,2022-01,TNICBUS,End-Use Energy Consumed by the Industrial Sector in Trillion Btu,2333.971,Trillion Btu
824,2022-01,TNRCBUS,End-Use Energy Consumed by the Residential Sector in Trillion Btu,1703.48,Trillion Btu
825,2022-01,TNTCBUS,End-Use Energy Consumed by the End-Use Sectors in Trillion Btu,7283.198,Trillion Btu
826,2022-01,TXACBUS,Total Primary Energy Consumed by the Transportation Sector in Trillion Btu,2155.76,Trillion Btu
827,2022-01,TXCCBUS,Total Primary Energy Consumed by the Commercial Sector in Trillion Btu,704.89,Trillion Btu
828,2022-01,TXEIBUS,Total Primary Energy Consumed by the Electric Power Sector in Trillion Btu,3382.707,Trillion Btu
829,2022-01,TXEIEUS,Total Energy Electric Power Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,144.411,Million Metric Tons of Carbon Dioxide
830,2022-01,TXICBUS,Total Primary Energy Consumed by the Industrial Sector in Trillion Btu,2049.739,Trillion Btu
831,2022-01,TXRCBUS,Total Primary Energy Consumed by the Residential Sector in Trillion Btu,1222.165,Trillion Btu
832,2022-01,VTTWPUS,"Crude Oil, Natural Gas, and Dry Wells Drilled, Vertical Trajectory in Number",243,Number
833,2022-01,WCDOPUS,Waste Coal Supplied in Thousand Short Tons,686.144,Thousand Short Tons
834,2022-01,WDC9PUS,"Wood Commercial Sector, Net Summer Capacity in Million Kilowatts",0.137,Million Kilowatts
835,2022-01,WDCCBUS,Wood Energy Consumed by the Commercial Sector in Trillion Btu,7.071,Trillion Btu
836,2022-01,WDECBUS,"Wood Consumption for Electricity Generation and Useful Thermal Output, All Sectors in Trillion Btu",97.076,Trillion Btu
837,2022-01,WDEGPUS,"Electricity Net Generation From Wood, Electric Power Sector in Million Kilowatthours",998.85,Million Kilowatthours
838,2022-01,WDEIBUS,"Wood Consumption for Electricity Generation and Useful Thermal Output, Electric Power Sector in Trillion Btu",16.529,Trillion Btu
839,2022-01,WDEPBUS,"Wood Consumption for Electricity Generation, All Sectors in Trillion Btu",27.075,Trillion Btu
840,2022-01,WDETPUS,"Electricity Net Generation From Wood, All Sectors in Million Kilowatthours",3089.118,Million Kilowatthours
841,2022-01,WDGBPUS,"Wood, Net Summer Capacity in Million Kilowatts",7.923,Million Kilowatts
842,2022-01,WDI1BUS,"Wood Consumption for Electricity Generation, Industrial Sector in Trillion Btu",13.059,Trillion Btu
843,2022-01,WDI3BUS,"Wood Consumption for Electricity Generation and Useful Thermal Output, Industrial Sector in Trillion Btu",80.164,Trillion Btu
844,2022-01,WDI5PUS,"Electricity Net Generation From Wood, Industrial Sector in Million Kilowatthours",2074.846,Million Kilowatthours
845,2022-01,WDI9PUS,"Wood Industrial Sector, Net Summer Capacity in Million Kilowatts",5.351,Million Kilowatts
846,2022-01,WDICBUS,Wood Energy Consumed by the Industrial Sector in Trillion Btu,111.361,Trillion Btu
847,2022-01,WDL1BUS,"Wood Consumption for Electricity Generation, Electric Power Sector in Trillion Btu",13.915,Trillion Btu
848,2022-01,WDL9PUS,"Wood Electric Power Sector, Net Summer Capacity in Million Kilowatts",2.435,Million Kilowatts
849,2022-01,WDPRBUS,Wood Energy Production in Trillion Btu,185.926,Trillion Btu
850,2022-01,WDRCBUS,Wood Energy Consumed by the Residential Sector in Trillion Btu,41.084,Trillion Btu
851,2022-01,WDTCBUS,Wood Energy Consumption in Trillion Btu,176.046,Trillion Btu
852,2022-01,WDTCEUS,Wood CO2 Emissions in Million Metric Tons of Carbon Dioxide,16.513,Million Metric Tons of Carbon Dioxide
853,2022-01,WSC1BUS,"Waste Consumption for Electricity Generation, Commercial Sector in Trillion Btu",2.442,Trillion Btu
854,2022-01,WSC3BUS,"Waste Consumption for Electricity Generation and Useful Thermal Output, Commercial Sector in Trillion Btu",3.24,Trillion Btu
855,2022-01,WSC5PUS,"Electricity Net Generation From Waste, Commercial Sector in Million Kilowatthours",181.458,Million Kilowatthours
856,2022-01,WSC9PUS,"Waste Commercial Sector, Net Summer Capacity in Million Kilowatts",0.681,Million Kilowatts
857,2022-01,WSCCBUS,Waste Energy Consumed by the Commercial Sector in Trillion Btu,3.24,Trillion Btu
858,2022-01,WSECBUS,"Waste Consumption for Electricity Generation and Useful Thermal Output, All Sectors in Trillion Btu",26.337,Trillion Btu
859,2022-01,WSEGPUS,"Electricity Net Generation From Waste, Electric Power Sector in Million Kilowatthours",1215.534,Million Kilowatthours
860,2022-01,WSEIBUS,"Waste Consumption for Electricity Generation and Useful Thermal Output, Electric Power Sector in Trillion Btu",18.851,Trillion Btu
861,2022-01,WSEPBUS,"Waste Consumption for Electricity Generation, All Sectors in Trillion Btu",20.044,Trillion Btu
862,2022-01,WSETPUS,"Electricity Net Generation From Waste, All Sectors in Million Kilowatthours",1469.016,Million Kilowatthours
863,2022-01,WSGBPUS,"Waste, Net Summer Capacity in Million Kilowatts",4.467,Million Kilowatts
864,2022-01,WSI1BUS,"Waste Consumption for Electricity Generation, Industrial Sector in Trillion Btu",0.554,Trillion Btu
865,2022-01,WSI3BUS,"Waste Consumption for Electricity Generation and Useful Thermal Output, Industrial Sector in Trillion Btu",4.247,Trillion Btu
866,2022-01,WSI5PUS,"Electricity Net Generation From Waste, Industrial Sector in Million Kilowatthours",72.023,Million Kilowatthours
867,2022-01,WSI9PUS,"Waste Industrial Sector, Net Summer Capacity in Million Kilowatts",0.136,Million Kilowatts
868,2022-01,WSICBUS,Waste Energy Consumed by the Industrial Sector in Trillion Btu,14.481,Trillion Btu
869,2022-01,WSL1BUS,"Waste Consumption for Electricity Generation, Electric Power Sector in Trillion Btu",17.048,Trillion Btu
870,2022-01,WSL9PUS,"Waste Electric Power Sector, Net Summer Capacity in Million Kilowatts",3.65,Million Kilowatts
871,2022-01,WSTCBUS,Waste Energy Consumption in Trillion Btu,36.571,Trillion Btu
872,2022-01,WSTCEUS,Biomass Waste CO2 Emissions in Million Metric Tons of Carbon Dioxide,3.317,Million Metric Tons of Carbon Dioxide
873,2022-01,WYC9PUS,"Wind Commercial Sector, Net Summer Capacity in Million Kilowatts",0.068,Million Kilowatts
874,2022-01,WYCCBUS,Wind Energy Consumed by the Commercial Sector in Trillion Btu,0.152,Trillion Btu
875,2022-01,WYEGBUS,Wind Energy Consumed by the Electric Power Sector in Trillion Btu,336.524,Trillion Btu
876,2022-01,WYEGPUS,"Electricity Net Generation From Wind, Electric Power Sector in Million Kilowatthours",38055.403,Million Kilowatthours
877,2022-01,WYETPUS,"Electricity Net Generation From Wind, All Sectors in Million Kilowatthours",38083.974,Million Kilowatthours
878,2022-01,WYGBPUS,"Wind, Net Summer Capacity in Million Kilowatts",133.83,Million Kilowatts
879,2022-01,WYI9PUS,"Wind Industrial Sector, Net Summer Capacity in Million Kilowatts",0.057,Million Kilowatts
880,2022-01,WYICBUS,Wind Energy Consumed by the Industrial Sector in Trillion Btu,0.101,Trillion Btu
881,2022-01,WYL9PUS,"Wind Electric Power Sector, Net Summer Capacity in Million Kilowatts",133.706,Million Kilowatts
882,2022-01,WYTCBUS,Wind Energy Consumption/Production in Trillion Btu,336.777,Trillion Btu
883,2022-01,ZWCDPC1,"Cooling Degree-Days, New England in Number",0,Number
884,2022-01,ZWCDPC2,"Cooling Degree-Days, Middle Atlantic in Number",0,Number
885,2022-01,ZWCDPC3,"Cooling Degree-Days, East North Central in Number",0,Number
886,2022-01,ZWCDPC4,"Cooling Degree-Days, West North Central in Number",0,Number
887,2022-01,ZWCDPC5,"Cooling Degree-Days, South Atlantic in Number",28,Number
888,2022-01,ZWCDPC6,"Cooling Degree-Days, East South Central in Number",3,Number
889,2022-01,ZWCDPC7,"Cooling Degree-Days, West South Central in Number",9,Number
890,2022-01,ZWCDPC8,"Cooling Degree-Days, Mountain in Number",1,Number
891,2022-01,ZWCDPC9,"Cooling Degree-Days, Pacific in Number",9,Number
892,2022-01,ZWCDPUS,"Cooling Degree-Days, United States in Number",9,Number
893,2022-01,ZWHDPC1,"Heating Degree-Days, New England in Number",1305,Number
894,2022-01,ZWHDPC2,"Heating Degree-Days, Middle Atlantic in Number",1245,Number
895,2022-01,ZWHDPC3,"Heating Degree-Days, East North Central in Number",1392,Number
896,2022-01,ZWHDPC4,"Heating Degree-Days, West North Central in Number",1442,Number
897,2022-01,ZWHDPC5,"Heating Degree-Days, South Atlantic in Number",644,Number
898,2022-01,ZWHDPC6,"Heating Degree-Days, East South Central in Number",846,Number
899,2022-01,ZWHDPC7,"Heating Degree-Days, West South Central in Number",580,Number
900,2022-01,ZWHDPC8,"Heating Degree-Days, Mountain in Number",886,Number
901,2022-01,ZWHDPC9,"Heating Degree-Days, Pacific in Number",536,Number
902,2022-01,ZWHDPUS,"Heating Degree-Days, United States in Number",913,Number
